product_id,url,product_name,brand,price,tier,weight_g,length_mm,width_mm,height_mm,feet_material,sensor_model,max_dpi,max_ips,max_acceleration_g,max_polling_rate,switch_type,connectivity,battery_max_hours,charging_port,is_rechargeable,button_count,is_gaming,hand_orientation,avg_rating,total_reviews,key_pros,key_cons,has_rgb,color,is_silent,switch_brand,has_multi_pairing,grip_type,housing_design,reviews
28618379,https://prod.danawa.com/info/?pcode=28618379&cate=112787,아이티플러스 스마트 옵티컬,아이티플러스,1290,C_reviews_only,,93,,93,,33mm,,,,,,,,,,,N,,4.33,18,가성비,"10분 이상 사용 안 하고 있으면 마우스 작동이 다운됩니다.1개 정도만 그런 줄 알았는데,다른 걸 개봉해서 사용해 봐도 그렇네요.다운 되면, 다시 뺐다 꽂아야 작동됩니다.참고하셔서,이 제품 자주 구매하는데,이번에 걸린 불량 종류는 많이 아쉽습니다.저가라서 오래 사용까지는 안 바래도작동이 다운되는 마우스는 또 처음 걸려봐요.다시 꽂으면 작동 됩니다. 참고.",N,,N,,N,,,"[긍정] 3-4개 중 하나만 제대로 작동되어도 가성비가 좋습니다. 이제 작은 게 익숙해져서 이보다 큰 건 불편하고 어색하네요. [부정] 10분 이상 사용 안 하고 있으면 마우스 작동이 다운됩니다.1개 정도만 그런 줄 알았는데,다른 걸 개봉해서 사용해 봐도 그렇네요.다운 되면, 다시 뺐다 꽂아야 작동됩니다.참고하셔서 구매하세요.그것 빼고는 다른 작동엔 고만 고만 해요.손이 작은 편이라 이 마우스를 선호하는데,이번엔 이런 불량이 걸렸어요."
18575588,https://prod.danawa.com/info/?pcode=18575588&cate=112787,TGIC TGC-M100,TGIC,1370,C_reviews_only,,105,,30,,,,,,,,,,,,,N,,4.75,4,,,N,,N,,N,,,[긍정] 필요하다며 주문해 달래서 구매했어요.
13902005,https://prod.danawa.com/info/?pcode=13902005&cate=112787,대진씨앤엠 AM-1500 광마우스,대진씨앤엠,1400,C_reviews_only,,105,,30,,,,1500,,,,유선,,,,,N,,4.75,12,가성비,,N,,N,,Y,,,[긍정] 노트북용으로 작은걸 원했는데딱 찾던 사이즈기존 마우스도 작았는데더 작고 아담하네요가성비 짱니다.
76508036,https://prod.danawa.com/info/?pcode=76508036&cate=112787,강원전자 NETmate NM-MS04,강원전자,1800,C_reviews_only,,96.5,,96.5,,,,,,,기계식,유선,,,,,N,오른손잡이용,4.6,5,"무선안정성,가성비",,N,,N,,Y,,,[긍정] 유선 미니마우스를 찾고있었는데 저렴해도 품질은 나쁘지 않아요 가성비 좋고요 왠만한 무선마우스 보다 좋아요
15985865,https://prod.danawa.com/info/?pcode=15985865&cate=112787,QNIX QM-5000 유선 마우스,QNIX,1860,C_reviews_only,,100,,35,,,,,,,기계식,유선,,,,2,N,오른손잡이용,4.51,98,"배터리,디자인,가성비","손가락에 힘이 들어갈 정도로 뻑뻑하며 유연하지 않고 고가 저소음만 쓰다보니 시끄러운 소음에 쓸 수 없음 2개나 샀는데 난감함,구매하고 사용한지 이틀만에 고장싼게 비지떡이라지만...추천 안합니다.다이소에서 다른 제품 구매해서 잘 사용하고 있습니다.,마우스 사용시 플라스틱 타는 냄새가 많이 나고 손에도 냄새가 납니다.",N,,N,,N,,,[긍정] 이번에 제가 QNIX QM-5000 3버튼 노트북 PC USB 유선마우스를 주문 구입 신청을 하게 된 이유가 있다면 저희 가족들의 불편함을 해결하기 위해 그래서 그러한 결정을 내리게 됐습니다. 그 이전에 저희 집에서 사용하고 있던 마우스 버튼에대한 이상 조짐을 통한 문제의 원인은 바로 제대로 해결이될 정도로 거의 100% 만족스러운 상태고 말이죠. 아무튼  [부정] 손가락에 힘이 들어갈 정도로 뻑뻑하며 유연하지 않고 고가 저소음만 쓰다보니 시끄러운 소음에 쓸 수 없음 2개나 샀는데 난감함
108461195,https://prod.danawa.com/info/?pcode=108461195&cate=112787,NOVOMAX NM-850,NOVOMAX,1870,C_reviews_only,,118,,35,,,,35,,,기계식,유선,,,,,N,오른손잡이용,4,1,,,N,,N,,Y,,,[긍정] 저렴하게잘 샀습니다..
12712025,https://prod.danawa.com/info/?pcode=12712025&cate=112787,TGIC TGC-M1200 USB,TGIC,1990,C_reviews_only,,120,,37,,,,100,,,,,,,,,N,,4.65,23,가성비,"드센 우리 애가 책상에 몇번 내려치니, 금방 고장나버렸네요.살살쓰면 괜찮겠지만, 싸서 그런지 내구성이 좋지 않았습니다.",N,,N,,Y,,,"[긍정] 가격 저렴하고 좋은 상품이여요 마우스는 소모품이라서 쓰다보면 인식이 잘 안되더라구요 그래서 살때 몇개씩 사요 잘 쓸게요 [부정] 드센 우리 애가 책상에 몇번 내려치니, 금방 고장나버렸네요.살살쓰면 괜찮겠지만, 싸서 그런지 내구성이 좋지 않았습니다."
1492243,https://prod.danawa.com/info/?pcode=1492243&cate=112787,건평정보통신 IPLEX IPLEX KP236 USB,건평정보통신 IPLEX,2100,C_reviews_only,,114,,36,,,,114,,,,유선,,,,,N,오른손잡이용,5,1,,,N,,N,,N,,,[긍정] 아주 작동 잘 됩니다
5694272,https://prod.danawa.com/info/?pcode=5694272&cate=112787,A4Tech OP-550NU X'GLIDE 옵티컬 유선 마우스,A4Tech,2200,A_complete,,110,,35,PTFE,35mm,1000,,,,,유선,,,,,N,오른손잡이용,5,1,,,N,,N,,N,,"대칭형,에르고",[긍정] 배송빠르고 좋아용 ㅎ
2815285,https://prod.danawa.com/info/?pcode=2815285&cate=112787,에이데이타코리아 DDZONE DM-710,에이데이타코리아,2370,C_reviews_only,,110,,38,,,,710,,,,유선,,,,,N,,4,9,가성비,그냥 가격만큼 성능을 보이는 마우스라고 보시면 됩니다.갑자기 마우스가 고장이나서 예비용품으로 구매했습니다.,N,,N,,Y,,,[긍정] 받아보니 예전에 사용했던 적이 있던 마우스군요.금방 고장났던 기억이...ㄷㄷ [부정] 그냥 가격만큼 성능을 보이는 마우스라고 보시면 됩니다.갑자기 마우스가 고장이나서 예비용품으로 구매했습니다.
14171183,https://prod.danawa.com/info/?pcode=14171183&cate=112787,라이트컴 COMS JD169 유선 마우스,라이트컴,2430,A_complete,86,120,,35,,120mm,1000,35,,,,유선,,,,,N,양손,4.43,51,"클릭감,가성비","아니예요 정말 다이소에서 구매하는것이 더 좋을듯 합니다.,마우스가 잘 안밀려요....그래서 손목이 아픔",N,,N,,N,,대칭형,[긍정] 마우스 상품평이 좋아서 구매 해 봤어요. 3개 구매 했는데 2개는 아직 길이 덜들여져서 그런건지 마우스 클릭 하면 좀 잘 안되는데 쓰다보면 좋아졌으면 하네요. [부정] 아니예요 정말 다이소에서 구매하는것이 더 좋을듯 합니다.
31996577,https://prod.danawa.com/info/?pcode=31996577&cate=112787,RHINO GEAR RG-GM50,RHINO GEAR,2500,D_metadata_only,,125,,40,,,,40,,,,유선,,,,,Y,오른손잡이용,,,,,N,,N,,N,,,
3141976,https://prod.danawa.com/info/?pcode=3141976&cate=112787,잘만 V3 Alarm Mouse Plus,잘만,2700,C_reviews_only,,,,,,,,,,,기계식,유선,,,,,N,오른손잡이용,4.51,39,"클릭감,가성비","구매 후기 쓸까 말까 하다 다른 것들 쓰는김에 쓰는데 마우스 사용하고 이틀지나니 고장나네요. 이전에 사용하던 것을 안버리길 진짜 잘했네요.,박스에 v3 플러스라고 적혀있지만, 실제로는 그냥 내장 usb도 제거하고 v3 시리얼도 빼놓은거네요. 낚이지마세요.,상품과 별개로 택배수준이 떨어지네요",N,,N,,Y,,,[긍정] 당장 쓸 것은 아니지만 형후 갑자기 마우스가 고장날 경우를 대비해 땡처리 제품을 발견해 미리 준비해 두었습니다. 마우스가 크긴 한 데 작동은 잘 되네요.^^ [부정] 구매 후기 쓸까 말까 하다 다른 것들 쓰는김에 쓰는데 마우스 사용하고 이틀지나니 고장나네요. 이전에 사용하던 것을 안버리길 진짜 잘했네요.
2110678,https://prod.danawa.com/info/?pcode=2110678&cate=112787,시드넷 Zizzy ZM7,시드넷,2700,D_metadata_only,,100,,35,,100mm,1000,1000,,,,유선,,,,,N,,,,,,N,,N,,N,,,
14893739,https://prod.danawa.com/info/?pcode=14893739&cate=112787,TGIC TGC-WM4100 무선 마우스,TGIC,3220,C_reviews_only,,113,,22,,,,,,,,무선,,,N,,N,,4.42,19,"배터리,무선안정성,가성비",사용해본것중 하위성능..첫째 구형이고 건전지aaa2개 타입재구매 절대안함........,N,,N,,N,,,[긍정] 가격만큼 입니다.가볍긴 한데 저렴이 플라스틱.온오프 버튼이 없어서 불이 계속 깜박거려요.배터리 빨리 닳을듯 해요.오래는 못 쓸것 같고 당분간 그냥 막쓰긴 괜찮을듯 합니다. [부정] 사용해본것중 하위성능..첫째 구형이고 건전지aaa2개 타입재구매 절대안함........
2353350,https://prod.danawa.com/info/?pcode=2353350&cate=112787,코시 M1221,코시,3305,D_metadata_only,,96,,96,,,,1221,,,,유선,,,,,N,오른손잡이용,,,,,N,,N,,N,,,
1359411,https://prod.danawa.com/info/?pcode=1359411&cate=112787,에이데이타코리아 DDZONE DM-330,에이데이타코리아,3320,C_reviews_only,,95,,95,,95mm,800,800,,,,유선,,,,,N,,4.44,25,"무선안정성,가성비","절대 구입 비추입니다!!싸다고 덜컥 사지 마시고, 다른 모델 찾아보세요.마우스휠이 이렇게도 뻑뻑한 건줄 몰랐네요.판매자께 연락했더니, 원래 싼 게 다 그렇다고 그냥 쓰라고 약만 올",N,,N,,N,,,"[긍정] 노트북 무선 연결이 귀찮았는데 싸게 잘 샀습니다. 크기가 작아 편하고 유선이라 인식도 빠르네요 [부정] 절대 구입 비추입니다!!싸다고 덜컥 사지 마시고, 다른 모델 찾아보세요.마우스휠이 이렇게도 뻑뻑한 건줄 몰랐네요.판매자께 연락했더니, 원래 싼 게 다 그렇다고 그냥 쓰라고 약만 올리네요ㅠ저는 다른 것 다시 사려 생각중입니다."
12743333,https://prod.danawa.com/info/?pcode=12743333&cate=112787,아이온코리아 PLANTIUM V25 저소음 USB,아이온코리아,3400,A_complete,,117,,36,,,1200,,,,기계식,유선,,,,,Y,양손,5,1,,,N,,Y,,N,,,[긍정] 아직 미사용이긴 합니다만 잘 작동되길 기대해봅니다.
4398821,https://prod.danawa.com/info/?pcode=4398821&cate=112787,강원전자 NETmate NM-OM01 PS/2 광 마우스,강원전자,3500,A_complete,72,116.2,,34.7,,,1000,116,,,,유선,,,,3,N,왼손잡이용,5,3,,,N,,N,,N,,에르고,"[긍정] 요즈음은 pc마저 키보드 및 마우스 포트를 usb 포트로 만들고,키보드 및 마우스를 점차 usb 용으로 전환하고 잇는것 같은데,무언가 잘못된 바양으로 가고 있는게 아닌가 싶어, 개인적으로는우려가 됩니다.여러 usb 포트에 이것 저것 두종류 외부 활용품만 꽂아도 어떤때는 버벅거리거나 원활한 작동 및 기능과 성능 발휘에 문제가생기는 경우가 더러 있습니다.이런 "
18763700,https://prod.danawa.com/info/?pcode=18763700&cate=112787,청연MnS naVee NV26-MS10U,청연MnS,3500,D_metadata_only,,94,,94,,,1000,1000,,,,유선,,,,,N,,,,,,N,,N,,N,,,
1498049,https://prod.danawa.com/info/?pcode=1498049&cate=112787,라이트컴 COMS WM100,라이트컴 COMS,3630,A_complete,,,,,UPE,,800,,,,기계식,"유선,2.4GHz무선",,,N,,N,,4.5,16,"무선안정성,가성비",,N,,N,,N,,에르고,[긍정] Coms광마우스 슬림하고 저렴해요.소모품 이라 3개 구매했어요~정상적으로 잘 작동 합니다
13567784,https://prod.danawa.com/info/?pcode=13567784&cate=112787,TGIC DJWM-3200 저소음 무선 마우스,TGIC,3650,A_complete,,106,,,,,1600,,,,기계식,2.4GHz무선,,,,3,N,양손,5,1,,,N,,Y,,N,,"대칭형,에르고",[긍정] 감도 좋고 가볍고 종아요
8030788,https://prod.danawa.com/info/?pcode=8030788&cate=112787,ANYZEN M150 USB 유선 마우스,ANYZEN,3700,D_metadata_only,,115,,37,,,,37,,,,유선,,,,,N,오른손잡이용,,1,,,N,,N,,N,,,
16668872,https://prod.danawa.com/info/?pcode=16668872&cate=112787,MAXTILL GM-200U 유선 마우스,MAXTILL,3764,D_metadata_only,,116,,38,,,,,,,,유선,,,,,N,,,,,,N,,N,,Y,,,
14883359,https://prod.danawa.com/info/?pcode=14883359&cate=112787,라이트컴 COMS JD170 게이밍 마우스,라이트컴,3790,A_complete,197,125,,38,,,3200,,,,기계식,유선,,,,,Y,,4.8,15,,,N,,N,,N,,에르고,[긍정] 좋은 제품 잘 쓸게요 이전에 주문해서 사용중인데 여분으로 하나더 줌누해서 사용하려고 합니다.
8988008,https://prod.danawa.com/info/?pcode=8988008&cate=112787,ANYZEN AZ-M5 무소음 유선 마우스,ANYZEN,3800,C_reviews_only,,115,,30,,,,,,,기계식,유선,,,,,N,왼손잡이용,4.71,28,"클릭감,손목편안함,가성비",,N,,Y,,N,,,[긍정] 1년반 정도를 요놈만 사용하면서 좋은이유1.내구성이 꽤 괜찮다.(마우스질을 워낙 많이 해서 팔에 염증이 생겨서3주정도 치료받을때 오른손 사용못하게 해서이틀을 왼손으로 연습후 지금은 왼손이 편함)2. 높이가 낮아서 손목 부담이 현저히 줄어든다.3.폭이 좁지않고 적당한 무게라서 가속성과핸들링을 겸비.평균4개월 정도 수명인거 같은데 품질의 문제라기 보다는워낙에 
96478226,https://prod.danawa.com/info/?pcode=96478226&cate=112787,퓨전에프앤씨 INOTE VM560RB 무선 왼손,퓨전에프앤씨,3800,D_metadata_only,,104,,59,,,,,,,기계식,무선,,,Y,,N,왼손잡이용,,1,,,N,,Y,,Y,,,
15303389,https://prod.danawa.com/info/?pcode=15303389&cate=112787,TGIC TGC-GM1 유선 LED 마우스,TGIC,3800,B_detail_only,105,119,,36,,,1600,,,,기계식,유선,,,,4,N,오른손잡이용,,,,,Y,,N,,Y,,에르고,
91345835,https://prod.danawa.com/info/?pcode=91345835&cate=112787,지클릭커 OP25 무선,지클릭커,3900,C_reviews_only,,105,,39,,,,,,,기계식,블루투스,,,N,,N,,5,3,,,N,,Y,,Y,,,[긍정] 딸이랑 같이 사용 하려고 구매했어요 블루투스 와 동글 사용이 모두 가능해서잘 구매했어요
4380981,https://prod.danawa.com/info/?pcode=4380981&cate=112787,강원전자 NETmate NM-OM02 USB 광 마우스,강원전자,4000,A_complete,72,116.2,,34.7,,,1000,,,,기계식,유선,,,,3,N,오른손잡이용,5,3,,,N,,N,,N,,에르고,[긍정] 잘 받았습니다. 마우스가 잘 안되어서 주문했는데 도착하자마자 교체 했더니 잘 되네요~
5762447,https://prod.danawa.com/info/?pcode=5762447&cate=112787,ANYZEN M1 USB 광마우스,ANYZEN,4070,D_metadata_only,,120,,38,,,,,,,,유선,,,,,N,,,,,,N,,N,,Y,,,
73074845,https://prod.danawa.com/info/?pcode=73074845&cate=112787,RHINO GEAR RG-WM02 무선,RHINO GEAR,4220,C_reviews_only,,,,,,AAA,,300,,,기계식,무선,,,N,,N,,4.33,3,가성비,,N,,Y,,N,,,[긍정] 2개 구매하여 1개 테스트 해봤는데 무난한것 같아요.좀 더 사용해 봐야겠지만 가성비는 좋다고 생각합니다.
97564265,https://prod.danawa.com/info/?pcode=97564265&cate=112787,이음전산 스마텍 STM-2100 무선,이음전산,4230,D_metadata_only,,103,,31,,,,,,,무소음 스위치,무선,,,N,,N,,,,,,N,,N,,N,,,
79396889,https://prod.danawa.com/info/?pcode=79396889&cate=112787,TGIC TGC-WM5000,TGIC,4390,C_reviews_only,,106,,31,,,,106,,,,무선,,,N,,N,오른손잡이용,4.38,8,"배터리,가성비",,N,,Y,,N,,,[긍정] 두개를 샀는데 그 중에 1개는 배터리 접촉부분이 제대로 안 되었습니다. 잘 조절해서 끼우면 사용할 수는 있습니다. 컴퓨터 선두주자 삼보 제품이라 구입했는데 조금 아쉽네요. 내구성이 좋았으면 합니다.
79859687,https://prod.danawa.com/info/?pcode=79859687&cate=112787,강원전자 NETmate NM-MS03 무선,강원전자,4400,C_reviews_only,,113,,40,,,,,,,기계식,무선,,,N,,N,오른손잡이용,4.5,8,무선안정성,싼게 비지떡인가! 25년 12월에 구입해서 두어달 보름 정도 써보니 마우스 조작이 안되던가 원하지 않는 기능이 수행 되는 등 점점 오류가 심해져 결국 다른 제품으로 갈아 탓네요!,N,,N,,Y,,,"[긍정] 손에 쏙 들어오면서 크기도 적당히 큰이상적인 마우스 입니다저가 무선임에도 DPI가 3단계로 조정이 되고,송수신 거리도 제법 멀리 되어서3000원대 마우스라는게 믿겨지지 않습니다.거짓말 좀 보태서~~ 로지텍 2만원짜리랑 별 차이 없습니다. [부정] 싼게 비지떡인가! 25년 12월에 구입해서 두어달 보름 정도 써보니 마우스 조작이 안되던가 원하지 않는 기능이 수행 되는 등 점점 오류가 심해져 결국 다른 제품으로 갈아 탓네요!"
17203622,https://prod.danawa.com/info/?pcode=17203622&cate=112787,알텍랜싱 ALBM7124,알텍랜싱,4400,D_metadata_only,,115,,37.5,,,,,,,기계식,유선,,,,,N,오른손잡이용,,,,,N,,N,,Y,,,
106695611,https://prod.danawa.com/info/?pcode=106695611&cate=112787,GEOMAX GM-BTM1100 무선,GEOMAX,4440,C_reviews_only,,114,,38,,,,,,,기계식,,,,N,,N,,5,1,,,N,,Y,,N,,,[긍정] 배송빠르고 좋아요...
102126068,https://prod.danawa.com/info/?pcode=102126068&cate=112787,플레이고 M30 무선,플레이고,4500,D_metadata_only,,99,,99,,,,,,,기계식,무선,,,N,,N,,,,,,N,,Y,,Y,,,
5379417,https://prod.danawa.com/info/?pcode=5379417&cate=112787,AULA SI-9018 게이밍 마우스,AULA,4500,B_detail_only,20,129.6,,39.9,PTFE,,800,60,20,,기계식,유선,,,,3,Y,오른손잡이용,,,,,Y,,N,후아노,N,,에르고,
3126953,https://prod.danawa.com/info/?pcode=3126953&cate=112787,에이데이타코리아 DDZONE DM-720,에이데이타코리아,4500,D_metadata_only,,110,,38,,110mm,800,800,,,,유선,,,,,N,,,,,,N,,N,,N,,,
68916467,https://prod.danawa.com/info/?pcode=68916467&cate=112787,이음전산 스마텍 STM-BT1200 무선,이음전산,4630,D_metadata_only,,104,,38,,,,38,,,무소음 스위치,무선,,,N,,N,오른손잡이용,,,,,N,,N,,N,,,
5485895,https://prod.danawa.com/info/?pcode=5485895&cate=112787,지클릭커 G-Clicker GM-M170 LED 게이밍 마우스,지클릭커,4690,C_reviews_only,,125,,40,,,,,,,,유선,,,,,Y,,4.5,2,,,N,,N,,Y,,,[긍정] 배송이 빠르고 상품이 괜찮은 편
5918591,https://prod.danawa.com/info/?pcode=5918591&cate=112787,라이트컴 COMS TT417,라이트컴,4690,C_reviews_only,,120,,37,,,,37,,,,유선,,,,,N,오른손잡이용,4.38,8,,,N,,N,RAZER,N,,,[긍정] COMS 마우스 정말 좋습니다.초기 모델이 훨씬 무게감 있고 좋은데 바로 이거네요.RAZER를 주로 사용하는데현재 마우스는 COMS씁니다.
99736175,https://prod.danawa.com/info/?pcode=99736175&cate=112787,플레오맥스 PBM-10 무선,플레오맥스,4800,C_reviews_only,,,,,,,,,,,,무선,,,N,,N,,5,2,,,N,,N,,N,,,[긍정] 좋은 제품 아주 잘 받았습니다.
5918627,https://prod.danawa.com/info/?pcode=5918627&cate=112787,라이트컴 COMS TT420,라이트컴 COMS,4800,A_complete,262,125,,35,PTFE,35mm,3200,125,,,기계식,유선,,,,4,Y,,4.18,17,"에임정확도,클릭감,가성비","구매 한달만에 불량발생했는데 AS신청도 어렵고 걍 스페어로 쓰고 다른마우스로 새로사야곘네요.,클릭할때 손가락에 힘이 너무들어감...손가락에 파스 붙여야겠어요..",N,블랙,N,,N,,에르고,"[긍정] 몇년만에 돌고돌아..제대로된 게이밍 마우스 찾앗네요..로지텍 시리즈부터..앱코, 삼성..핵커..매드캐츠rat7까지..무언가 하나 부족해서 계속 마우스 찾앗는데..이마우스 하나로 다 해결했네요..장패드에서 안미끄럽고, 마우스 키 사용때 아주 편하고,슈팅게임에서 헤드샷 줄줄이 나오도록 정확히 포인팅되고..가격대비 만족이 아니라..왜 이런 마우스를 진작 못 찾앗 [부정] 구매 한달만에 불량발생했는데 AS신청도 어렵고 걍 스페어로 쓰고 다른마우스로 새로사야곘네요."
12104864,https://prod.danawa.com/info/?pcode=12104864&cate=112787,QSENN GP-M500 LED 블랙 USB,QSENN,4900,A_complete,110,120,,30,,"Optical
-",2400,,,,기계식,유선,,,,,Y,,4.25,4,,,N,블랙,N,,N,,에르고,[긍정] 사무실에서 사용하려고 주문하엿습니다. 사용하기 좋습니다. 추천합니다.
18332027,https://prod.danawa.com/info/?pcode=18332027&cate=112787,RHINO GEAR RG-WM05 무선 마우스,RHINO GEAR,4900,A_complete,50,102,,37,,AA,1600,,,,기계식,2.4GHz무선,,,N,4,N,오른손잡이용,4,1,가성비,,N,,Y,,N,,"대칭형,에르고",[긍정] 사무용으로 사용하기에 만족합니다. 그러나 반응이 빠른편은 아니니 가격에 만족해 쓰시기 바랍니다
59231561,https://prod.danawa.com/info/?pcode=59231561&cate=112787,지클릭커 슈퍼히어로 CT170 게이밍 LED,지클릭커,4900,C_reviews_only,,130,,40,,,,40,,,기계식,유선,,,,,N,오른손잡이용,4.5,2,가성비,,N,,N,,N,,,[긍정] 가격대비 좋은거같아요.색상도 이뻐요
16055657,https://prod.danawa.com/info/?pcode=16055657&cate=112787,라이트컴 COMS JD577 무선 마우스,라이트컴,4990,C_reviews_only,,105,,30,,30mm,,,,,무소음 스위치,무선,,,N,,N,,4.67,6,가성비,,N,,N,,N,,,[긍정] 조용해서 좋아요 ㅋㅋ 마우스 밑에 빛같은게 없어서 좋네요
4269647,https://prod.danawa.com/info/?pcode=4269647&cate=112787,디지클럽 Qnix QM-3000,디지클럽,5000,C_reviews_only,,100,,35,,,,,,,,무선,,,N,,N,,4.83,6,"무선안정성,클릭감,가성비",,N,,N,,N,,,"[긍정] 감도좋고, 백키 달려있고, 대기업 마우스만큼 클릭감이나 사용편의성 좋습니다. 별 하나 뺀 거는 건전지 넣고 빼는 게 조금 불편하더라구요. 그거 하나만 뺀다면 휴대용으로 아주 좋습니다. 두 개 사서 잘 쓰고 있습니다."
73949438,https://prod.danawa.com/info/?pcode=73949438&cate=112787,MSI M88,MSI,5000,C_reviews_only,,115,,33,,33mm,,,,,,유선,,,,,N,오른손잡이용,4,1,,,N,,N,,N,,,[긍정] 빠른 배송으로 잘 받았습니다.
6451248,https://prod.danawa.com/info/?pcode=6451248&cate=112787,플레오맥스 MOC-WM40 무선 마우스,플레오맥스,5030,A_complete,50,105,,33,,,1600,,,,,2.4GHz무선,,,Y,6,N,,4.5,6,가성비,,N,"블랙,레드",Y,,N,,에르고,[긍정] 제품도 좋고 배송도 빠르고 만족합니다
7128103,https://prod.danawa.com/info/?pcode=7128103&cate=112787,지클릭커 GM-M250 LED 게이밍 마우스,지클릭커,5080,B_detail_only,100,120,,37,,GM-M250,2400,9018,,,기계식,유선,,,,6,Y,오른손잡이용,,6,,,N,,N,,Y,,"대칭형,에르고",
5858050,https://prod.danawa.com/info/?pcode=5858050&cate=112787,플레오맥스 MOC-WM10,플레오맥스,5160,A_complete,,108,,35,,,1600,1000,,,기계식,2.4GHz무선,,,N,,N,,4.5,38,"무선안정성,가성비","잠깐잠깐 멈추고 안움직여요. 안 씁니다.,손 작은 여성용으론 좋겠어요.",N,,N,,Y,,,[긍정] 좋아요 좋아요 좋아요좋아요 좋아요 좋아요좋아요 좋아요 좋아요좋아요 좋아요 좋아요좋아요 좋아요 좋아요좋아요 좋아요 좋아요좋아요 좋아요 좋아요좋아요 좋아요 좋아요좋아요 좋아요 좋아요좋아요 좋아요 좋아요좋아요 좋아요 좋아요좋아요 좋아요 좋아요좋아요 좋아요 좋아요좋아요 좋아요 좋아요좋아요 좋아요 좋아요 [부정] 잠깐잠깐 멈추고 안움직여요. 안 씁니다.
4010841,https://prod.danawa.com/info/?pcode=4010841&cate=112787,라이트컴 COMS JD961,라이트컴 COMS,5229,C_reviews_only,,120,,40,,,,120,,,,유선,,,,,N,오른손잡이용,5,5,"디자인,가성비",,N,,N,,N,,,"[긍정] 깔끔하고 안전한 포장, 빠른 배송으로 잘 받았습니다.그립감과 무게감이 좋습니다."
12010043,https://prod.danawa.com/info/?pcode=12010043&cate=112787,플레오맥스 PBE-M1000,플레오맥스,5300,A_complete,54,113,,37,,AAA,,,,,기계식,2.4GHz무선,,,N,3,N,오른손잡이용,3.83,6,"배터리,디자인","11월5일 주문해서 11월11일 수령했어요! (배송기일 6일)~ 최악입니다. 상품은 볼펜 자욱 묻어있고, 상품 박스는 너덜너덜하게 포장되어 있고 참으로 어처구니 없습니다.(반품하고",N,,N,,Y,,"대칭형,에르고","[긍정] 배송도 진짜 빠르고 마우스도 잘 되네요. 근데 커버 벗기는게 좀 번거러워요. 손톱이 좀 까집니다 ㅠ 그리고 on/off 스위치가 없어서 사용 안할 때에는 배터리를 빼 놔야할 것 같네요! 배터리 2개도 주셨어요! 안빼도 되는건가요?! 암틈 사용은 잘 됩니다. [부정] 11월5일 주문해서 11월11일 수령했어요! (배송기일 6일)~ 최악입니다. 상품은 볼펜 자욱 묻어있고, 상품 박스는 너덜너덜하게 포장되어 있고 참으로 어처구니 없습니다.(반품하고 싶지만 꾹 참고 사용하겠습니다.)"
3335209,https://prod.danawa.com/info/?pcode=3335209&cate=112787,QSENN GP-M3100 USB,QSENN,5390,C_reviews_only,,115,,36,,,1000,1000,,,기계식,유선,,,,,N,오른손잡이용,5,2,,,N,,N,,N,,,[긍정] 마우스를 필요로 할때 늘 구매하는 제품이예요!
5142929,https://prod.danawa.com/info/?pcode=5142929&cate=112787,HP M100 Gaming Mouse,HP,5400,A_complete,,124.23,,39.14,PTFE,,1000,,,,기계식,유선,,USB-C,,4,Y,오른손잡이용,4.37,97,"배터리,손목편안함","작동불량입니다. 둔탁하면서도 소리가 나는 등 상태가 좋지 않는 상품인데... 그래서 차이나라 저가인가 봅니다.차이나라고 다 그렇지는 않은데,,,,,수입회사는 한번 재점검 부탁합니다,마우스가 가격이 저렴해서 구매했는데 넘 무겁고 호완에러가 자꾸 발생하네요사용중 자주 멈춰요 ㅡ ㅡ 다른 마우스 재구매했네요,마우스가 엄청 불편하고~ 감도도 생각보다 안좋아서 ~ 그가격에 파는구나를 절실히 느낌~ 왠만하면 비추 입니다.",N,,N,,Y,,,"[긍정] 큼직한 걸 좋아해서 2개 샀습니다.손목 아픈 건 마우스가 안 좋은 것이 아니라 자세가 안 좋은 것이지만그래도 큼직한 게 좋습니다.게임용이라니 작업을 많이 하는 나에게는 딱 좋겠죠!별 거 아니지만 숨 쉬듯 선색이 있어서 바뀌고촌놈이 언제 이런 걸 봤어야...신기옆에는 물결 무늬로 파여있어서 잡는 느낌 좋네요. [부정] 작동불량입니다. 둔탁하면서도 소리가 나는 등 상태가 좋지 않는 상품인데... 그래서 차이나라 저가인가 봅니다.차이나라고 다 그렇지는 않은데,,,,,수입회사는 한번 재점검 부탁합니다"
